"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002699","GO:0002699","positive regulation of immune effector process","27/287","269/18604",0.100371747211896,6.50632747432095,11.3868339591997,1.22915194315794e-14,8.3180493999477e-13,6.2627033217177e-13,"FCGR1A/MR1/PTPRC/CCR2/CD86/CD74/HLA-B/HLA-DRA/HLA-DRB1/HLA-DMB/TREM2/IL6/ANXA1/TRIM6/CLEC7A/B2M/ITGAM/NOD2/PLCG2/CD300A/C3/VAV1/TYROBP/LILRB1/TLR7/BTK/SASH3",27
"GO:0050866","GO:0050866","negative regulation of cell activation","25/287","227/18604",0.110132158590308,7.13901978541497,11.6487660383515,1.44316307381914e-14,9.58205822031993e-13,7.21438223793999e-13,"PLA2G2A/CD84/FCGR2B/PTPRC/INPP5D/CD86/CD74/HAVCR2/LST1/HLA-DRB1/TREM2/GPNMB/FGL2/CDKN2A/ANXA1/CD69/CLEC12A/SPN/CD300A/TYROBP/CD33/LILRB1/LILRB4/VSIG4/BTK",25
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","21/287","150/18604",0.14,9.07512195121951,12.4295306580007,1.63324306136123e-14,1.06433006165373e-12,8.01339724258521e-13,"CSF1/FCGR3A/PTPRC/CCR2/CD86/BST1/CD38/CD74/HAVCR2/AIF1/HLA-DMB/HLA-DPA1/IL6/ANXA1/IGF2/GPR183/SPN/CD209/NFATC2/BTK/SASH3",21
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","21/287","151/18604",0.139072847682119,9.0150218058472,12.3784127457,1.87108590711469e-14,1.19715478311575e-12,9.01344158508647e-13,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/MR1/PTPRC/INPP5D/CX3CR1/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/B2M/ITGAM/VAV1/TYROBP/LILRB1",21
"GO:0030595","GO:0030595","leukocyte chemotaxis","25/287","233/18604",0.107296137339056,6.95518236604806,11.4501689825991,2.64667332592251e-14,1.66315061320024e-12,1.25219487995244e-12,"CSF3R/CSF1/CXCR4/CX3CR1/CCR1/CCR2/CCR5/BST1/CXCL9/CXCL10/CSF1R/CD74/AIF1/IL6/PIK3CG/ANXA1/ALOX5/CH25H/JAML/C3AR1/CMKLR1/GPR183/NOD2/TNFSF14/VAV1",25
"GO:0042098","GO:0042098","T cell proliferation","24/287","217/18604",0.110599078341014,7.16928659740844,11.4423346076566,4.51296615884882e-14,2.78616279175246e-12,2.09771667993028e-12,"PLA2G2A/PTPRC/CCR2/CD86/HAVCR2/DOCK2/AIF1/HLA-DRB1/HLA-DMB/HLA-DPA1/IL6/GPNMB/PIK3CG/CDKN2A/ANXA1/TNFSF8/IGF2/SPN/TNFSF14/CD209/LILRB1/LILRB4/VSIG4/SASH3",24
"GO:0002396","GO:0002396","MHC protein complex assembly","10/287","19/18604",0.526315789473684,34.1169998166147,18.0780578626518,5.33621790548062e-14,3.18273742531971e-12,2.39629981589558e-12,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/B2M",10
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","10/287","19/18604",0.526315789473684,34.1169998166147,18.0780578626518,5.33621790548062e-14,3.18273742531971e-12,2.39629981589558e-12,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/B2M",10
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","23/287","199/18604",0.115577889447236,7.49202458284454,11.5250827332402,6.01995979608307e-14,3.53070642040272e-12,2.65828750995458e-12,"FCGR1A/FCGR2B/MR1/PTPRC/INPP5D/CCR2/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/TREM2/CALHM6/IL6/B2M/SPN/NOD2/C3/VAV1/LILRB1/LILRB4/BTK/SASH3",23
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","23/287","203/18604",0.113300492610837,7.34439848268997,11.3768760777114,9.25178755522988e-14,5.33721973882852e-12,4.01842092778492e-12,"FCGR1A/FCGR2B/MR1/PTPRC/CCR2/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/TREM2/IL6/ANXA1/CD69/CLEC7A/B2M/SPN/NOD2/C3/LILRB1/LILRB4/BTK/SASH3",23
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","20/287","147/18604",0.136054421768707,8.81936049681197,11.9139182529635,1.22236312305126e-13,6.93789650002806e-12,5.22357891463503e-12,"FCGR3A/PTPRC/CCR2/CD86/BST1/CD38/CD74/HAVCR2/AIF1/HLA-DMB/HLA-DPA1/IL6/ANXA1/IGF2/GPR183/SPN/CD209/NFATC2/BTK/SASH3",20
"GO:0071674","GO:0071674","mononuclear cell migration","24/287","230/18604",0.104347826086957,6.76406605059839,11.0102271634341,1.64752377931038e-13,9.202597110148e-12,6.92868396411735e-12,"CSF1/CXCR4/CX3CR1/CCR1/CCR2/CCR5/CXCL10/CSF1R/ADTRP/AIF1/TREM2/BMP5/IL6/PIK3CG/ANXA1/ALOX5/CH25H/JAML/C3AR1/CD69/CMKLR1/GPR183/SPN/TNFSF14",24
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","18/287","116/18604",0.155172413793103,10.0586327045536,12.2504473456789,2.08030664643135e-13,1.14384360762374e-11,8.61205892938768e-12,"FCGR1BP/FCGR1A/FCER1A/CD84/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/CX3CR1/CCR2/IL6/PIK3CG/ITGAM/CD300A/C3/TYROBP/BTK",18
"GO:0002698","GO:0002698","negative regulation of immune effector process","19/287","134/18604",0.141791044776119,9.1912215923865,11.9116766296539,2.37402758056031e-13,1.28526200861411e-11,9.67680553889927e-12,"CD84/FCGR2B/PTPRC/INPP5D/CX3CR1/CCR2/IL7R/HAVCR2/HLA-B/FGL2/ANXA1/SERPING1/CD69/SPN/NOD2/CD300A/LILRB1/LILRB4/VSIG4",19
"GO:0006935","GO:0006935","chemotaxis","33/287","463/18604",0.0712742980561555,4.62016390605128,9.87400599521681,2.48735757348287e-13,1.32621383349791e-11,9.98513399115852e-12,"CSF3R/CSF1/CXCR4/CX3CR1/CCR1/CCR2/CCR5/BST1/CXCL9/CXCL10/CSF1R/CD74/DOCK2/AIF1/TREM2/IL6/GPNMB/PIK3CG/ANXA1/ALOX5/PLAU/CH25H/JAML/C3AR1/BIN2/CMKLR1/GPR183/SPN/NOD2/TNFSF14/VAV1/FPR1/FPR3",33
"GO:0042330","GO:0042330","taxis","33/287","465/18604",0.0709677419354839,4.60029223333708,9.84153470558864,2.80508230363965e-13,1.4708548867142e-11,1.10741441194707e-11,"CSF3R/CSF1/CXCR4/CX3CR1/CCR1/CCR2/CCR5/BST1/CXCL9/CXCL10/CSF1R/CD74/DOCK2/AIF1/TREM2/IL6/GPNMB/PIK3CG/ANXA1/ALOX5/PLAU/CH25H/JAML/C3AR1/BIN2/CMKLR1/GPR183/SPN/NOD2/TNFSF14/VAV1/FPR1/FPR3",33
"GO:0006959","GO:0006959","humoral immune response","27/287","306/18604",0.0882352941176471,5.71961467513835,10.420071839705,2.84223166514821e-13,1.4708548867142e-11,1.10741441194707e-11,"FCGR2B/PTPRC/CCR2/LTF/BST1/CXCL9/CXCL10/C7/C2/CFB/C4A/C4B/HLA-DRB1/TREM2/IL6/ALOX5/BLNK/SERPING1/C1S/C1R/LYZ/GPR183/RNASE6/B2M/NOD2/C3/VSIG4",27
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","21/287","173/18604",0.121387283236994,7.86860284787819,11.361149541436,2.91563836050823e-13,1.4869755638592e-11,1.11955175490453e-11,"PLA2G2A/FCGR2B/INPP5D/CD86/CD74/HAVCR2/LST1/HLA-DRB1/GPNMB/FGL2/CDKN2A/ANXA1/CD69/CLEC12A/SPN/CD300A/TYROBP/LILRB1/LILRB4/VSIG4/BTK",21
"GO:0002819","GO:0002819","regulation of adaptive immune response","23/287","218/18604",0.105504587155963,6.83904996323882,10.8550562685607,4.25325272183957e-13,2.13817090402192e-11,1.60984016554439e-11,"FCGR1A/FCGR2B/MR1/PTPRC/CCR2/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/TREM2/IL6/ANXA1/CD69/CLEC7A/B2M/SPN/NOD2/C3/LILRB1/LILRB4/BTK/SASH3",23
"GO:0001794","GO:0001794","type IIa hypersensitivity","8/287","11/18604",0.727272727272727,47.1434906556858,19.1618449406206,4.61432048715378e-13,2.25524913809641e-11,1.69798898628159e-11,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/C3",8
"GO:0002445","GO:0002445","type II hypersensitivity","8/287","11/18604",0.727272727272727,47.1434906556858,19.1618449406206,4.61432048715378e-13,2.25524913809641e-11,1.69798898628159e-11,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/C3",8
"GO:0002286","GO:0002286","T cell activation involved in immune response","19/287","140/18604",0.135714285714286,8.79731209556993,11.591811452034,5.33409214004519e-13,2.57132469052315e-11,1.93596393893205e-11,"RORC/FCGR2B/CD86/CD74/HAVCR2/HLA-DRA/HLA-DRB1/HLA-DMB/TREM2/IL6/FGL2/ANXA1/APBB1IP/CD69/LCP1/GPR183/SPN/TYROBP/LILRB1",19
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","28/287","340/18604",0.0823529411764706,5.33830703012912,10.1057153819068,5.54508374617232e-13,2.63691212199735e-11,1.98534506246312e-11,"CSF1/FCGR2B/PTPRC/GLI2/INPP5D/CCR1/CCR2/LTF/CD86/IL7R/CD74/HLA-B/HLA-DRA/HLA-DRB1/HLA-DOA/TREM2/FGL2/TNFRSF11B/CDKN2A/ANXA1/CD69/CLEC12A/EVI2B/TYROBP/LILRB1/LILRB4/BTK/SASH3",28
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","16/287","91/18604",0.175824175824176,11.3973274112647,12.4454121738915,6.25118057208338e-13,2.93305392442152e-11,2.2083117894644e-11,"PLA2G2A/FCGR2B/INPP5D/CD86/HAVCR2/LST1/HLA-DRB1/GPNMB/CDKN2A/SPN/CD300A/TYROBP/LILRB1/LILRB4/VSIG4/BTK",16
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","16/287","93/18604",0.172043010752688,11.1522235959687,12.2855039756992,8.89053535962662e-13,4.11655183296396e-11,3.09937361498341e-11,"PLA2G2A/FCGR2B/INPP5D/CD86/HAVCR2/LST1/HLA-DRB1/GPNMB/CDKN2A/SPN/CD300A/TYROBP/LILRB1/LILRB4/VSIG4/BTK",16
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","11/287","32/18604",0.34375,22.2826655052265,15.0826252235696,9.41529851437482e-13,4.30291369767338e-11,3.23968644711981e-11,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/SPN/C3/BTK",11
"GO:0042129","GO:0042129","regulation of T cell proliferation","21/287","184/18604",0.114130434782609,7.39819724284199,10.917595300487,9.88943169815503e-13,4.4616551468984e-11,3.35920372257169e-11,"PLA2G2A/PTPRC/CCR2/CD86/HAVCR2/AIF1/HLA-DRB1/HLA-DMB/HLA-DPA1/IL6/GPNMB/CDKN2A/ANXA1/TNFSF8/IGF2/SPN/CD209/LILRB1/LILRB4/VSIG4/SASH3",21
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","15/287","80/18604",0.1875,12.154181184669,12.5147036747861,1.25026334841937e-12,5.56921104188325e-11,4.19308840502539e-11,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/HLA-DRB1/TREM2/SPN/NOD2/C3/HCK/BTK",15
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","23/287","231/18604",0.0995670995670996,6.45416836357603,10.4411842857072,1.44519347588238e-12,6.35704480203761e-11,4.78625260367888e-11,"RORC/FCGR3A/FCGR2B/PTPRC/CD86/GAPT/CD74/HAVCR2/HLA-DRA/HLA-DRB1/HLA-DMB/TREM2/IL6/FGL2/ANXA1/APBB1IP/CD69/LCP1/GPR183/SPN/PLCG2/TYROBP/LILRB1",23
"GO:0002685","GO:0002685","regulation of leukocyte migration","23/287","236/18604",0.0974576271186441,6.31742750841552,10.2903918524228,2.26296543147619e-12,9.83132759674658e-11,7.4020584678695e-11,"CSF1/CX3CR1/CCR1/CCR2/BST1/CXCL10/CSF1R/CD74/ADTRP/AIF1/TREM2/BMP5/IL6/ANXA1/GCNT1/LYVE1/C3AR1/CD69/CMKLR1/SPN/NOD2/CD300A/TNFSF14",23
"GO:0050777","GO:0050777","negative regulation of immune response","22/287","214/18604",0.102803738317757,6.66397473053502,10.4313999707114,2.36587070020197e-12,1.01530475536716e-10,7.64428312247542e-11,"FCGR2B/PTPRC/INPP5D/CCR2/IL7R/HAVCR2/HLA-B/HLA-DRB1/TREM2/FGL2/ANXA1/SERPING1/CD69/CLEC12A/SPN/NOD2/CD300A/LILRB1/LILRB4/HCK/USP18/VSIG4",22
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","16/287","100/18604",0.16,10.3715679442509,11.762095926481,2.85242580487627e-12,1.20935980811561e-10,9.10533386287073e-11,"PLA2G2A/FCGR2B/INPP5D/CD86/HAVCR2/LST1/HLA-DRB1/GPNMB/CDKN2A/SPN/CD300A/TYROBP/LILRB1/LILRB4/VSIG4/BTK",16
"GO:0045807","GO:0045807","positive regulation of endocytosis","19/287","159/18604",0.119496855345912,7.74606096465277,10.6933741522984,5.39931730483472e-12,2.26192828520397e-10,1.70301775141215e-10,"FCGR1BP/FCGR1A/FCGR2A/FCGR2C/FCGR2B/PTPRC/PTX3/DOCK2/C2/C4A/C4B/TREM2/APLNR/CLEC7A/B2M/NOD2/PLCG2/C3/BTK",19
"GO:0060326","GO:0060326","cell chemotaxis","26/287","322/18604",0.0807453416149068,5.23409872962971,9.59361603683192,6.09380718192924e-12,2.52283617331871e-10,1.89945667825584e-10,"CSF3R/CSF1/CXCR4/CX3CR1/CCR1/CCR2/CCR5/BST1/CXCL9/CXCL10/CSF1R/CD74/AIF1/IL6/PIK3CG/ANXA1/ALOX5/CH25H/JAML/C3AR1/BIN2/CMKLR1/GPR183/NOD2/TNFSF14/VAV1",26
"GO:0030098","GO:0030098","lymphocyte differentiation","30/287","432/18604",0.0694444444444444,4.50154858691444,9.21734694754791,6.29232964644314e-12,2.57473349137598e-10,1.93853044309637e-10,"RORC/FCGR2B/MR1/PTPRC/GLI2/INPP5D/CCR2/CD86/IL7R/CD74/DOCK2/HLA-DRA/HLA-DRB1/HLA-DOA/RUNX2/IL6/FGL2/CDKN2A/ANXA1/TNFSF8/BLNK/CD69/GPR183/B2M/SPN/PLCG2/VAV1/LILRB4/BTK/SASH3",30
"GO:0038093","GO:0038093","Fc receptor signaling pathway","13/287","61/18604",0.213114754098361,13.8145884503342,12.5482987578888,7.24154256201578e-12,2.92907911215328e-10,2.20531913231624e-10,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/PLCG2/VAV1/CD33/HCK/BTK",13
"GO:1903706","GO:1903706","regulation of hemopoiesis","30/287","436/18604",0.0688073394495413,4.46024997602532,9.15171373649874,7.93127403132737e-12,3.17160833139102e-10,2.38792066230275e-10,"CSF3R/CSF1/FCGR2B/PTPRC/GLI2/INPP5D/CCR1/CCR2/LTF/CD86/IL7R/CD74/HLA-B/HLA-DRA/HLA-DRB1/HLA-DOA/TREM2/FGL2/TNFRSF11B/CDKN2A/ANXA1/CD69/CLEC12A/B2M/EVI2B/TYROBP/LILRB1/LILRB4/BTK/SASH3",30
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","14/287","76/18604",0.184210526315789,11.9409499358151,11.9633504388263,9.19888926816885e-12,3.63717880165013e-10,2.73845112808764e-10,"CD84/FCGR2B/PTPRC/INPP5D/CX3CR1/CCR2/IL7R/HAVCR2/HLA-B/SPN/NOD2/CD300A/LILRB1/LILRB4",14
"GO:0042100","GO:0042100","B cell proliferation","15/287","93/18604",0.161290322580645,10.4552096212206,11.4420268913996,1.22997810849333e-11,4.80921440420893e-10,3.62088292289791e-10,"FCGR2B/PTPRC/INPP5D/BST1/CD38/IL7R/GAPT/CD74/CDKN2A/GPR183/CD300A/TYROBP/NFATC2/BTK/SASH3",15
"GO:0032613","GO:0032613","interleukin-10 production","13/287","66/18604",0.196969696969697,12.7680287192482,11.9880768169349,2.10522552025638e-11,8.05248761498064e-10,6.06276045135618e-10,"FCGR2B/RBM47/HLA-DRB1/TREM2/IL6/CLEC7A/NOD2/PLCG2/TYROBP/LILRB1/LILRB4/BTK/SASH3",13
"GO:0032653","GO:0032653","regulation of interleukin-10 production","13/287","66/18604",0.196969696969697,12.7680287192482,11.9880768169349,2.10522552025638e-11,8.05248761498064e-10,6.06276045135618e-10,"FCGR2B/RBM47/HLA-DRB1/TREM2/IL6/CLEC7A/NOD2/PLCG2/TYROBP/LILRB1/LILRB4/BTK/SASH3",13
"GO:0001788","GO:0001788","antibody-dependent cellular cytotoxicity","7/287","10/18604",0.7,45.3756097560976,17.5696531923987,2.22999862624678e-11,8.43802705995959e-10,6.35303513555534e-10,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B",7
"GO:0002456","GO:0002456","T cell mediated immunity","17/287","134/18604",0.126865671641791,8.2237245826616,10.5047422194419,2.76370740473886e-11,1.03045935680758e-09,7.75838291705081e-10,"FCGR2B/MR1/PTPRC/CCR2/IL7R/BTN3A2/BTN3A3/HLA-B/HLA-DRA/HLA-DRB1/IL6/B2M/SPN/NOD2/LILRB1/LILRB4/SASH3",17
"GO:0002455","GO:0002455","humoral immune response mediated by circulating immunoglobulin","12/287","54/18604",0.222222222222222,14.4049554781262,12.3479700527644,2.78185958785791e-11,1.03045935680758e-09,7.75838291705081e-10,"FCGR2B/PTPRC/C7/C2/C4A/C4B/TREM2/SERPING1/C1S/C1R/NOD2/C3",12
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","18/287","154/18604",0.116883116883117,7.57663242680664,10.258196486726,2.88646391118526e-11,1.05806942744385e-09,7.96626059698826e-10,"FCGR1A/MR1/PTPRC/HLA-B/HLA-DRA/HLA-DRB1/TREM2/IL6/CLEC7A/B2M/ITGAM/NOD2/PLCG2/C3/VAV1/TYROBP/BTK/SASH3",18
"GO:0030888","GO:0030888","regulation of B cell proliferation","13/287","68/18604",0.191176470588235,12.3924984627998,11.7806890587652,3.1417561588076e-11,1.1397773116334e-09,8.58144357213102e-10,"FCGR2B/PTPRC/INPP5D/BST1/CD38/CD74/CDKN2A/GPR183/CD300A/TYROBP/NFATC2/BTK/SASH3",13
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","15/287","100/18604",0.15,9.72334494773519,10.9485222414665,3.6215604925699e-11,1.30043585442382e-09,9.7910502253474e-10,"FCGR2B/MR1/PTPRC/INPP5D/CX3CR1/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/B2M/ITGAM/VAV1/TYROBP/LILRB1",15
"GO:0030217","GO:0030217","T cell differentiation","25/287","324/18604",0.0771604938271605,5.00172065212716,9.09570667974707,4.22846371277353e-11,1.49638113981336e-09,1.12663326271226e-09,"RORC/MR1/PTPRC/GLI2/CCR2/CD86/IL7R/CD74/DOCK2/HLA-DRA/HLA-DRB1/HLA-DOA/RUNX2/IL6/FGL2/CDKN2A/ANXA1/TNFSF8/CD69/GPR183/B2M/SPN/VAV1/LILRB4/SASH3",25
"GO:0002237","GO:0002237","response to molecule of bacterial origin","27/287","379/18604",0.0712401055408971,4.61794746858136,8.90744935849368,4.25229082072565e-11,1.49638113981336e-09,1.12663326271226e-09,"GBP3/FCGR2B/CX3CR1/CCR5/LTF/CD86/TLR6/CXCL9/CXCL10/HAVCR2/LY86/C2/C4B/TREM2/IL6/FGFR2/TRIM6/CASP1/CARD16/IL10RA/B2M/NOD2/PLCG2/LILRA2/LILRB1/HCK/BTK",27
"GO:0071216","GO:0071216","cellular response to biotic stimulus","23/287","273/18604",0.0842490842490843,5.46121938456433,9.29495077420693,4.51873365236217e-11,1.57439838838242e-09,1.18537286117724e-09,"GBP3/FCGR2B/CX3CR1/CCR5/LTF/CD86/TLR6/CXCL9/CXCL10/HAVCR2/LY86/TREM2/IL6/CASP1/CARD16/CLEC7A/B2M/NOD2/PLCG2/LILRA2/LILRB1/HCK/BTK",23
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","15/287","105/18604",0.142857142857143,9.26032852165256,10.6248574510732,7.42628131011435e-11,2.56206705198945e-09,1.92899381398946e-09,"FCGR2B/MR1/PTPRC/CCR2/IL7R/HLA-B/HLA-DRA/HLA-DRB1/IL6/B2M/SPN/NOD2/LILRB1/LILRB4/SASH3",15
"GO:0097529","GO:0097529","myeloid leukocyte migration","21/287","236/18604",0.0889830508474576,5.7680859859446,9.2272951730443,1.17584336634832e-10,4.01727456910653e-09,3.02462723873144e-09,"CSF3R/CSF1/CX3CR1/CCR1/CCR2/BST1/CXCL9/CXCL10/CSF1R/CD74/AIF1/TREM2/IL6/PIK3CG/ANXA1/JAML/C3AR1/CMKLR1/NOD2/CD300A/VAV1",21
"GO:0031341","GO:0031341","regulation of cell killing","15/287","110/18604",0.136363636363636,8.83940449794108,10.3221284311667,1.46409550473566e-10,4.95399238573539e-09,3.72988702977699e-09,"FCGR2B/MR1/PTPRC/INPP5D/CX3CR1/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/B2M/ITGAM/VAV1/TYROBP/LILRB1",15
"GO:0002526","GO:0002526","acute inflammatory response","15/287","111/18604",0.135135135135135,8.75977022318486,10.263888716791,1.66965676662161e-10,5.59573539213473e-09,4.21305872840762e-09,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/IL6/PIK3CG/ALOX5AP/SERPINA1/SPN/C3/BTK",15
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","10/287","38/18604",0.263157894736842,17.0584999083074,12.4034604879632,2.10816407425327e-10,6.9987069597144e-09,5.26936343087933e-09,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/VAV1/CD33/HCK",10
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","21/287","246/18604",0.0853658536585366,5.53361094586556,8.95992527441356,2.54392691188117e-10,8.36642878776621e-09,6.29912841830291e-09,"GBP3/FCGR2B/CX3CR1/CCR5/LTF/CD86/TLR6/CXCL9/CXCL10/HAVCR2/LY86/TREM2/IL6/CASP1/CARD16/B2M/NOD2/PLCG2/LILRA2/LILRB1/HCK",21
"GO:0050727","GO:0050727","regulation of inflammatory response","28/287","442/18604",0.0633484162895928,4.10639002317625,8.27352436883111,2.77851847537321e-10,9.05333936559103e-09,6.8163070199945e-09,"PLA2G2A/IL22RA1/GBP3/FCGR1A/FCGR2B/PTPRC/CCR2/BST1/HLA-DRB1/TREM2/IL6/PIK3CG/ANXA1/TNC/ALOX5/BIRC3/CASP1/IL10RA/CLEC12A/ALOX5AP/SPN/NOD2/PLCG2/C3/HCK/USP18/TLR7/BTK",28
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","14/287","98/18604",0.142857142857143,9.26032852165256,10.2626459768916,3.22463090087877e-10,1.04105285689839e-08,7.83814193868844e-09,"FCER1A/CD84/CX3CR1/CCR2/HAVCR2/DOCK2/TREM2/PIK3CG/ITGAM/PLCG2/CD300A/TYROBP/LILRA2/BTK",14
"GO:0030100","GO:0030100","regulation of endocytosis","23/287","309/18604",0.0744336569579288,4.82496081548888,8.48682587700115,5.32218597668132e-10,1.70261567744923e-08,1.28190833524468e-08,"FCGR1BP/FCGR1A/FCGR2A/FCGR2C/FCGR2B/PTPRC/PTX3/DOCK2/C2/C4A/C4B/TREM2/DRD4/APLNR/CLEC7A/B2M/NOD2/PLCG2/CD300A/C3/LILRB1/HCK/BTK",23
"GO:0002291","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","7/287","14/18604",0.5,32.411149825784,14.7168012902647,6.04853095867664e-10,1.91754778771019e-08,1.44373185613932e-08,"HAVCR2/HLA-DMB/TREM2/FGL2/APBB1IP/TYROBP/LILRB1",7
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation","7/287","15/18604",0.466666666666667,30.250406504065,14.1858312894942,1.11917607782935e-09,3.5164112659656e-08,2.64752461268465e-08,"FCGR2B/CD74/HLA-DRA/HLA-DRB1/FGL2/MPEG1/NOD2",7
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","15/287","129/18604",0.116279069767442,7.53747670367069,9.32648625621381,1.43280942859063e-09,4.46199679576143e-08,3.35946095180495e-08,"FCGR1A/MR1/PTPRC/CCR2/HLA-B/HLA-DRA/HLA-DRB1/TREM2/IL6/CLEC7A/B2M/NOD2/C3/BTK/SASH3",15
"GO:0006911","GO:0006911","phagocytosis, engulfment","10/287","46/18604",0.217391304347826,14.09180427208,11.1280252684922,1.63037807445552e-09,5.03271968772716e-08,3.78916123121379e-08,"FCGR1A/FCGR2B/MARCO/AIF1/TREM2/BIN2/ITGAM/PLCG2/CD300A/C3",10
"GO:0032496","GO:0032496","response to lipopolysaccharide","24/287","357/18604",0.0672268907563025,4.35780165724826,8.0186024035973,1.72172195866178e-09,5.26846919350504e-08,3.96665827913198e-08,"GBP3/CX3CR1/CCR5/LTF/CD86/CXCL9/CXCL10/HAVCR2/LY86/C2/TREM2/IL6/FGFR2/TRIM6/CASP1/CARD16/IL10RA/B2M/NOD2/PLCG2/LILRA2/LILRB1/HCK/BTK",24
"GO:0032612","GO:0032612","interleukin-1 production","15/287","131/18604",0.114503816793893,7.42240072346198,9.23356904738049,1.77935555862263e-09,5.35175402631885e-08,4.0293638695935e-08,"CX3CR1/TLR6/HAVCR2/TREM2/IL6/ANXA1/CASP1/CARD16/CLEC7A/NOD2/TYROBP/CD33/LILRA2/LILRB4/TLR8",15
"GO:0032652","GO:0032652","regulation of interleukin-1 production","15/287","131/18604",0.114503816793893,7.42240072346198,9.23356904738049,1.77935555862263e-09,5.35175402631885e-08,4.0293638695935e-08,"CX3CR1/TLR6/HAVCR2/TREM2/IL6/ANXA1/CASP1/CARD16/CLEC7A/NOD2/TYROBP/CD33/LILRA2/LILRB4/TLR8",15
"GO:0045088","GO:0045088","regulation of innate immune response","28/287","481/18604",0.0582120582120582,3.77343948075655,7.71403233959293,1.86493919486272e-09,5.56162798874738e-08,4.1873790842725e-08,"FCGR2B/INPP5D/LTF/TLR6/RBM47/HAVCR2/HLA-B/TREM2/CALHM6/TRIM6/SERPING1/BIRC3/CASP1/CLEC7A/NOD2/PLCG2/CD300A/VAV1/TYROBP/LILRA2/LILRB1/HCK/USP18/TLR7/TLR8/TASL/VSIG4/BTK",28
"GO:0046631","GO:0046631","alpha-beta T cell activation","18/287","200/18604",0.09,5.83400696864111,8.60342597583189,2.15685466868236e-09,6.37812737738927e-08,4.80212578600045e-08,"RORC/PTPRC/CCR2/CD86/DOCK2/HLA-DRA/HLA-DRB1/IL6/ANXA1/TNFSF8/WDFY4/CD69/GPR183/SPN/CD300A/LILRB1/LILRB4/SASH3",18
