"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042475","BP","GO:0042475","odontogenesis of dentin-containing tooth","6/238","94/18355",0.0638297872340425,4.92267119613803,4.37012898160539,0.00140465906142666,0.0436414641330355,0.0380967102823923,"SCN5A/ODAM/AMTN/TNC/NGFR/KLK4",6
"GO:0030278","BP","GO:0030278","regulation of ossification","7/238","128/18355",0.0546875,4.21760110294118,4.18687784466498,0.00141285315538604,0.0436414641330355,0.0380967102823923,"ISG15/SOX11/SFRP1/CCN3/DKK1/GREM1/COMP",7
"GO:0071692","BP","GO:0071692","protein localization to extracellular region","13/238","380/18355",0.0342105263157895,2.63837903582486,3.69898381512238,0.00143786423079853,0.043969888177819,0.0383834072558428,"ILDR2/G6PC2/MYRIP/MTTP/FGB/FGA/FGG/F2R/SFRP1/CCN3/C1QTNF5/NR1H4/COMP",13
"GO:0002791","BP","GO:0002791","regulation of peptide secretion","9/238","206/18355",0.0436893203883495,3.36940115852166,3.9197336420757,0.00151007795513768,0.0451584680870714,0.0394209752052642,"G6PC2/MYRIP/FGB/FGA/FGG/SFRP1/CCN3/SCT/NR1H4",9
"GO:0061448","BP","GO:0061448","connective tissue development","11/238","291/18355",0.0378006872852234,2.91525888705998,3.77465895279348,0.00151528305972943,0.0451584680870714,0.0394209752052642,"COL11A1/SFRP2/EBF2/CCN3/MMP13/EPYC/NR1H4/CNMD/GREM1/COMP/CHADL",11
"GO:0046851","BP","GO:0046851","negative regulation of bone remodeling","3/238","18/18355",0.166666666666667,12.8536414565826,5.7667961105523,0.00152103407879933,0.0451584680870714,0.0394209752052642,"SFRP1/GREM1/HAMP",3
"GO:0022617","BP","GO:0022617","extracellular matrix disassembly","5/238","65/18355",0.0769230769230769,5.93244990303814,4.5658664945904,0.00154174920109922,0.0452781442814447,0.0395254462489222,"FAP/CTSV/MMP1/MMP13/KLK4",5
"GO:0045104","BP","GO:0045104","intermediate filament cytoskeleton organization","6/238","96/18355",0.0625,4.82011554621849,4.30114735376639,0.00156545614426863,0.0452781442814447,0.0395254462489222,"DES/KRT80/KRT7/PPL/KRT40/GFAP",6
"GO:0030072","BP","GO:0030072","peptide hormone secretion","10/238","249/18355",0.0401606425702811,3.09726300158618,3.81902068789698,0.00157739649445076,0.0452781442814447,0.0395254462489222,"ILDR2/G6PC2/MYRIP/FGB/FGA/FGG/SFRP1/CCN3/SCT/NR1H4",10
"GO:0033280","BP","GO:0033280","response to vitamin D","4/238","39/18355",0.102564102564103,7.90993320405085,4.95109814466696,0.00158770120983106,0.0452781442814447,0.0395254462489222,"SPP1/SFRP1/TNC/CYP24A1",4
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","9/238","208/18355",0.0432692307692308,3.33700307045895,3.88507342363115,0.00161390376935169,0.0452781442814447,0.0395254462489222,"SFRP2/ADAMTS16/FGF1/SFRP1/TNC/GREM1/HS3ST3A1/WNT9B/HOXB7",9
"GO:0090087","BP","GO:0090087","regulation of peptide transport","9/238","208/18355",0.0432692307692308,3.33700307045895,3.88507342363115,0.00161390376935169,0.0452781442814447,0.0395254462489222,"G6PC2/MYRIP/FGB/FGA/FGG/SFRP1/CCN3/SCT/NR1H4",9
"GO:2000351","BP","GO:2000351","regulation of endothelial cell apoptotic process","5/238","66/18355",0.0757575757575758,5.84256429844665,4.51713514131642,0.00165076889145593,0.0454821751651888,0.0397035545141023,"FGB/FGA/FGG/NGFR/CD40LG",5
"GO:0045103","BP","GO:0045103","intermediate filament-based process","6/238","97/18355",0.0618556701030928,4.77042363337087,4.2673681822949,0.00165092264334073,0.0454821751651888,0.0397035545141023,"DES/KRT80/KRT7/PPL/KRT40/GFAP",6
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","10/238","251/18355",0.0398406374501992,3.07258361511935,3.78941657864354,0.00167348752112049,0.0456921860677361,0.039886883022195,"COL11A1/KCNK2/SCN5A/ADRA1A/DKK1/CDK1/GREM1/ACTC1/DSG2/GATA5",10
"GO:0051216","BP","GO:0051216","cartilage development","9/238","210/18355",0.0428571428571429,3.30522208883553,3.85083254464476,0.00172338526158865,0.0466381604419299,0.0407126690581165,"COL11A1/SFRP2/CCN3/MMP13/EPYC/CNMD/GREM1/COMP/CHADL",9
"GO:0009266","BP","GO:0009266","response to temperature stimulus","8/238","171/18355",0.0467836257309941,3.60803970711091,3.92715681214504,0.00178500795680198,0.0478820555429864,0.0417985242700814,"LXN/FGF1/ADRB3/PRDM12/HTR2A/PLIN1/NGFR/HMOX1",8
"GO:0060993","BP","GO:0060993","kidney morphogenesis","6/238","99/18355",0.0606060606060606,4.67405143875732,4.2011744556579,0.00183244725176084,0.0487271625729101,0.0425362584024302,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","30/256","431/19371",0.0696055684454756,5.26691197795824,10.3671641125114,1.09894625920289e-13,2.86824973651954e-11,2.39454605952629e-11,"COL9A2/COL11A1/LEFTY2/LRRC15/AMTN/COL25A1/SFRP2/FGB/FGA/FGG/THBS4/SPOCK1/F13A1/COL12A1/PTPRZ1/SFRP1/CCN3/ASPN/TNC/ANGPTL2/FIBCD1/SPON1/NCAM1/LUM/GREM1/CDH13/COMP/NCAN/CHADL/NDP",30
"GO:0031594","CC","GO:0031594","neuromuscular junction","8/256","78/19371",0.102564102564103,7.76081730769231,6.92379596834538,8.80269447060867e-06,0.00114875162841443,0.000959030397587365,"CHRNA1/DES/F2R/SPOCK1/GRIA1/RAPSN/CDH15/NGFR",8
"GO:0031091","CC","GO:0031091","platelet alpha granule","8/256","91/19371",0.0879120879120879,6.65212912087912,6.25427391395629,2.75281525981285e-05,0.00187273349216637,0.00156344356877773,"LEFTY2/ALB/FGB/FGA/FGG/F13A1/CD109/IGF2",8
"GO:0031093","CC","GO:0031093","platelet alpha granule lumen","7/256","67/19371",0.104477611940299,7.90560867537313,6.55259540590949,2.87008964316685e-05,0.00187273349216637,0.00156344356877773,"LEFTY2/ALB/FGB/FGA/FGG/F13A1/IGF2",7
"GO:0099634","CC","GO:0099634","postsynaptic specialization membrane","10/256","156/19371",0.0641025641025641,4.85051081730769,5.5880218347297,4.41253636441425e-05,0.00230334398222424,0.00192293689986052,"GRIK3/KCNK2/CHRNA1/SORCS2/GABRB1/GRIA1/NRCAM/RAPSN/SHISA9/GRIN2C",10
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","14/256","314/19371",0.0445859872611465,3.37373109076433,4.90757241920191,7.99577109230637e-05,0.00347816042515327,0.00290372739667968,"COL9A2/COL11A1/COLGALT2/AMTN/ALB/SPP1/MTTP/COL25A1/FGA/FGG/COL12A1/IGFBP1/TNC/SPON1",14
"GO:0005901","CC","GO:0005901","caveola","7/256","81/19371",0.0864197530864197,6.53920717592593,5.7812486180632,9.8099672939056e-05,0.00365771637672766,0.00305362891705031,"SCN5A/F2R/ADRA1A/HTR2A/CDH13/CDH15/MLC1",7
"GO:0005581","CC","GO:0005581","collagen trimer","7/256","86/19371",0.0813953488372093,6.1590207122093,5.54886702459951,0.000143344274124311,0.00433227484095333,0.00361678117393563,"COL9A2/COL11A1/COL25A1/COL12A1/C1QTNF5/LUM/GLDN",7
"GO:0097449","CC","GO:0097449","astrocyte projection","4/256","21/19371",0.19047619047619,14.4129464285714,7.11690214626125,0.00014938878761908,0.00433227484095333,0.00361678117393563,"KCNK2/HEPACAM/GFAP/AQP4",4
"GO:0097450","CC","GO:0097450","astrocyte end-foot","3/256","11/19371",0.272727272727273,20.63671875,7.5389389746233,0.000347998460557334,0.00793503378915185,0.00662452911617033,"HEPACAM/GFAP/AQP4",3
"GO:0098966","CC","GO:0098966","perisynaptic extracellular matrix","3/256","11/19371",0.272727272727273,20.63671875,7.5389389746233,0.000347998460557334,0.00793503378915185,0.00662452911617033,"PTPRZ1/TNC/NCAN",3
"GO:0045211","CC","GO:0045211","postsynaptic membrane","13/256","321/19371",0.0404984423676012,3.06443487149533,4.31622279873744,0.00036482913973112,0.00793503378915185,0.00662452911617033,"GRIK3/KCNK2/CHRNA1/SORCS2/GABRB1/F2R/GRIA1/NRCAM/RAPSN/HTR2A/GABRG3/SHISA9/GRIN2C",13
"GO:0099535","CC","GO:0099535","synapse-associated extracellular matrix","3/256","12/19371",0.25,18.9169921875,7.18475410631501,0.000459474809584006,0.00922484040780197,0.00770131867076027,"PTPRZ1/TNC/NCAN",3
"GO:0072562","CC","GO:0072562","blood microparticle","8/256","145/19371",0.0551724137931034,4.17478448275862,4.44069988095354,0.000700461588101918,0.0123192896858986,0.0102847064528373,"CD5L/CPN2/ALB/FGB/FGA/FGG/F13A1/ACTC1",8
"GO:0016342","CC","GO:0016342","catenin complex","4/256","31/19371",0.129032258064516,9.76360887096774,5.6511032229521,0.00070800515436199,0.0123192896858986,0.0102847064528373,"CTNNA2/CDH13/CDH15/APC2",4
"GO:0044853","CC","GO:0044853","plasma membrane raft","7/256","114/19371",0.0614035087719298,4.64627878289474,4.51861794444659,0.000803267855143765,0.0131033068870327,0.0109392398693921,"SCN5A/F2R/ADRA1A/HTR2A/CDH13/CDH15/MLC1",7
"GO:0098839","CC","GO:0098839","postsynaptic density membrane","7/256","126/19371",0.0555555555555556,4.20377604166667,4.17528481505239,0.00144249689538987,0.0221465699821621,0.01848896949509,"GRIK3/KCNK2/SORCS2/GRIA1/NRCAM/SHISA9/GRIN2C",7
"GO:0097386","CC","GO:0097386","glial cell projection","4/256","40/19371",0.1,7.566796875,4.81120719168365,0.00187383842279003,0.0271706571304554,0.0226833072232477,"KCNK2/HEPACAM/GFAP/AQP4",4
"GO:0008328","CC","GO:0008328","ionotropic glutamate receptor complex","4/256","41/19371",0.0975609756097561,7.38224085365854,4.73420252582115,0.00205512376658338,0.0282309106883296,0.0235684553840864,"GRIK3/GRIA1/SHISA9/GRIN2C",4
"GO:0033268","CC","GO:0033268","node of Ranvier","3/256","20/19371",0.15,11.3501953125,5.35931739934131,0.00220194889183223,0.0287354330384106,0.0239896537162774,"KCNK2/SPOCK1/KCNQ3",3
"GO:0140047","CC","GO:0140047","specialized extracellular matrix","3/256","22/19371",0.136363636363636,10.318359375,5.06080001110132,0.00291720174501111,0.0349691508168616,0.0291938464169806,"PTPRZ1/TNC/NCAN",3
"GO:0034702","CC","GO:0034702","monoatomic ion channel complex","12/256","357/19371",0.0336134453781513,2.54346113445378,3.40636124612293,0.0029475912565937,0.0349691508168616,0.0291938464169806,"GRIK3/KCNK2/CHRNA1/SCN5A/GABRB1/GRIA1/KCNQ3/TRPC6/BEST3/GABRG3/SHISA9/GRIN2C",12
"GO:0098878","CC","GO:0098878","neurotransmitter receptor complex","4/256","46/19371",0.0869565217391304,6.57982336956522,4.38467348208017,0.00314547237475114,0.0356942734700021,0.0297992119713266,"GRIK3/GRIA1/SHISA9/GRIN2C",4
"GO:0005178","MF","GO:0005178","integrin binding","15/241","161/18241",0.093167701863354,7.05175124352465,8.92440927264171,3.76799858749656e-09,1.82354578356033e-06,1.55271157432341e-06,"ISG15/FAP/IBSP/SPP1/SFRP2/THBS4/FGF1/PTPRZ1/CCN3/SVEP1/TNC/IGF2/GFAP/COMP/CD40LG",15
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","15/241","168/18241",0.0892857142857143,6.75792827504446,8.67541887475973,6.7664036495745e-09,1.82354578356033e-06,1.55271157432341e-06,"COL9A2/COL11A1/COL25A1/FGB/FGA/FGG/SPOCK1/COL12A1/ASPN/TNC/SPON1/LUM/COMP/CHADL/ANOS1",15
"GO:0008528","MF","GO:0008528","G protein-coupled peptide receptor activity","10/241","120/18241",0.0833333333333333,6.30739972337483,6.74941334793263,4.37968048447152e-06,0.000731376635835416,0.000622752100818751,"OXTR/SORCS2/NPR3/F2R/GPR37/NPFFR1/MLNR/TSHR/F2RL3/GRPR",10
"GO:0004935","MF","GO:0004935","adrenergic receptor activity","4/241","10/18241",0.4,30.2755186721992,10.7147992441069,5.86361082681336e-06,0.000731376635835416,0.000622752100818751,"GPR88/ADRA1A/ADRB3/ADRA1D",4
"GO:0001653","MF","GO:0001653","peptide receptor activity","10/241","126/18241",0.0793650793650794,6.00704735559507,6.52578089284604,6.78456990570887e-06,0.000731376635835416,0.000622752100818751,"OXTR/SORCS2/NPR3/F2R/GPR37/NPFFR1/MLNR/TSHR/F2RL3/GRPR",10
"GO:0008227","MF","GO:0008227","G protein-coupled amine receptor activity","6/241","40/18241",0.15,11.3533195020747,7.58484435132828,1.31697851785482e-05,0.00118308570187291,0.00100737304172755,"GPR88/HTR1F/ADRA1A/ADRB3/HTR2A/ADRA1D",6
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","13/241","242/18241",0.0537190082644628,4.06592709440691,5.5555876481575,2.11176028095645e-05,0.00162605541633647,0.00138455260525867,"COL11A1/LXN/COL25A1/THBS4/FGF1/SFRP1/CCN3/HABP2/EPYC/PGF/COMP/NCAN/ANOS1",13
"GO:0030594","MF","GO:0030594","neurotransmitter receptor activity","8/241","97/18241",0.0824742268041237,6.24237498395859,5.99007302360415,4.34314605986183e-05,0.00292619465783191,0.00249159431855231,"GRIK3/CHRNA1/HTR1F/GABRB1/GRIA1/HTR2A/GABRG3/GRIN2C",8
"GO:1904315","MF","GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","6/241","53/18241",0.113207547169811,8.56854302043373,6.38472845993805,6.8255259579662e-05,0.00408773165704865,0.00348061908499797,"GRIK3/CHRNA1/GABRB1/GRIA1/GABRG3/GRIN2C",6
"GO:0099529","MF","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","6/241","56/18241",0.107142857142857,8.10951393005335,6.16540990826955,9.33983896194975e-05,0.00486609129503211,0.00414337624183966,"GRIK3/CHRNA1/GABRB1/GRIA1/GABRG3/GRIN2C",6
"GO:0008201","MF","GO:0008201","heparin binding","10/241","172/18241",0.0581395348837209,4.40051143491267,5.18472934141928,9.93079856129002e-05,0.00486609129503211,0.00414337624183966,"COL11A1/LXN/COL25A1/THBS4/FGF1/SFRP1/CCN3/PGF/COMP/ANOS1",10
"GO:0022824","MF","GO:0022824","transmitter-gated monoatomic ion channel activity","6/241","63/18241",0.0952380952380952,7.20845682671409,5.71170246904327,0.000180979471510233,0.00750368731877043,0.0063892347836811,"GRIK3/CHRNA1/GABRB1/GRIA1/GABRG3/GRIN2C",6
"GO:0022835","MF","GO:0022835","transmitter-gated channel activity","6/241","63/18241",0.0952380952380952,7.20845682671409,5.71170246904327,0.000180979471510233,0.00750368731877043,0.0063892347836811,"GRIK3/CHRNA1/GABRB1/GRIA1/GABRG3/GRIN2C",6
"GO:0005125","MF","GO:0005125","cytokine activity","11/241","232/18241",0.0474137931034483,3.58869294605809,4.59160393538596,0.000272184700733567,0.0104791109782423,0.00892274658043872,"TNFSF18/LEFTY2/THPO/SPP1/CXCL14/LTB/GREM1/CCL3L3/WNT9B/NDP/CD40LG",11
"GO:0098960","MF","GO:0098960","postsynaptic neurotransmitter receptor activity","6/241","69/18241",0.0869565217391304,6.58163449395634,5.37488604330661,0.000298958055627417,0.0107425594655452,0.00914706752656519,"GRIK3/CHRNA1/GABRB1/GRIA1/GABRG3/GRIN2C",6
"GO:0005518","MF","GO:0005518","collagen binding","6/241","72/18241",0.0833333333333333,6.30739972337483,5.22116260631407,0.000377032133572816,0.0127012699997342,0.0108148690945887,"LRRC15/SPOCK1/MMP13/LUM/COMP/CHADL",6
"GO:0005230","MF","GO:0005230","extracellular ligand-gated monoatomic ion channel activity","6/241","73/18241",0.0821917808219178,6.22099698743818,5.17185092086169,0.000406319254368812,0.0128827104767523,0.01096936191361,"GRIK3/CHRNA1/GABRB1/GRIA1/GABRG3/GRIN2C",6
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity","9/241","171/18241",0.0526315789473684,3.98362087792094,4.53573112653448,0.000460292022649335,0.013783188900444,0.0117361006944509,"FAP/CORIN/CTSV/HABP2/MMP1/MMP13/PRSS33/KLK4/TMPRSS3",9
"GO:0039706","MF","GO:0039706","co-receptor binding","3/241","13/18241",0.230769230769231,17.4666453878072,6.87213978658634,0.000590639482850714,0.0159177340628268,0.0135536218169953,"DKK1/DKK3/WNT9B",3
"GO:0086080","MF","GO:0086080","protein binding involved in heterotypic cell-cell adhesion","3/241","13/18241",0.230769230769231,17.4666453878072,6.87213978658634,0.000590639482850714,0.0159177340628268,0.0135536218169953,"NRCAM/GLDN/DSG2",3
"GO:0022834","MF","GO:0022834","ligand-gated channel activity","9/241","188/18241",0.0478723404255319,3.62339984108767,4.1836313352519,0.000908411912788281,0.0231055987115735,0.0196739401196095,"GRIK3/KCNK2/CHRNA1/GABRB1/KCNN2/GRIA1/BEST3/GABRG3/GRIN2C",9
"GO:0008236","MF","GO:0008236","serine-type peptidase activity","9/241","189/18241",0.0476190476190476,3.60422841335704,4.16420401295893,0.000943085661696877,0.0231055987115735,0.0196739401196095,"FAP/CORIN/CTSV/HABP2/MMP1/MMP13/PRSS33/KLK4/TMPRSS3",9
"GO:0017171","MF","GO:0017171","serine hydrolase activity","9/241","193/18241",0.0466321243523316,3.52952937888332,4.08778952945282,0.00109269704996844,0.0252229452265536,0.0214768169490818,"FAP/CORIN/CTSV/HABP2/MMP1/MMP13/PRSS33/KLK4/TMPRSS3",9
"GO:0099507","MF","GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","3/241","16/18241",0.1875,14.1916493775934,6.10815442402837,0.00112309960192446,0.0252229452265536,0.0214768169490818,"GRIK3/GABRB1/GRIA1",3
"GO:0008083","MF","GO:0008083","growth factor activity","8/241","162/18241",0.0493827160493827,3.73771835459249,4.04989495032968,0.00142633002256293,0.0298291337613734,0.0253988913581853,"LEFTY2/THPO/THBS4/FGF1/CCN3/DKK1/IGF2/PGF",8
"GO:0004867","MF","GO:0004867","serine-type endopeptidase inhibitor activity","6/241","93/18241",0.0645161290322581,4.88314817293535,4.34405922255125,0.00146209470832139,0.0298291337613734,0.0253988913581853,"SPOCK1/CD109/WFIKKN2/PI3/WFDC2/ANOS1",6
"GO:0005109","MF","GO:0005109","frizzled binding","4/241","38/18241",0.105263157894737,7.96724175584189,4.97468836397595,0.00154174306266258,0.0298291337613734,0.0253988913581853,"SFRP1/BAMBI/WNT9B/NDP",4
"GO:0004970","MF","GO:0004970","glutamate-gated receptor activity","3/241","18/18241",0.166666666666667,12.6147994467497,5.70456740248149,0.00160490701127983,0.0298291337613734,0.0253988913581853,"GRIK3/GRIA1/GRIN2C",3
"GO:0048019","MF","GO:0048019","receptor antagonist activity","3/241","18/18241",0.166666666666667,12.6147994467497,5.70456740248149,0.00160490701127983,0.0298291337613734,0.0253988913581853,"DKK1/DKK3/WFIKKN2",3
"GO:0050840","MF","GO:0050840","extracellular matrix binding","5/241","66/18241",0.0757575757575758,5.73399974852257,4.45807811794761,0.00179185766953712,0.0321937094626837,0.0274122787339715,"COL11A1/LRRC15/SPP1/SPOCK1/CHADL",5
"GO:0030506","MF","GO:0030506","ankyrin binding","3/241","19/18241",0.157894736842105,11.9508626337628,5.52601165193741,0.00188734948779692,0.0328155281910497,0.0279417445392006,"SCN5A/NRCAM/RHCG",3
"GO:0004175","MF","GO:0004175","endopeptidase activity","13/241","387/18241",0.0335917312661499,2.54251771794954,3.54897192875519,0.00199330034218161,0.0335746526386214,0.0285881233286572,"PAPPA2/CAPN13/FAP/CORIN/ADAMTS16/SFRP1/CTSV/HABP2/MMP1/MMP13/PRSS33/KLK4/TMPRSS3",13
"GO:0061135","MF","GO:0061135","endopeptidase regulator activity","8/241","179/18241",0.0446927374301676,3.38273951644683,3.70684861114701,0.00266435521028863,0.0422570437415344,0.0359810000416151,"LXN/SFRP2/SPOCK1/CD109/WFIKKN2/PI3/WFDC2/ANOS1",8
"GO:0030020","MF","GO:0030020","extracellular matrix structural constituent conferring tensile strength","4/241","44/18241",0.0909090909090909,6.88079969822708,4.51905382276965,0.00266556491133984,0.0422570437415344,0.0359810000416151,"COL9A2/COL11A1/COL25A1/COL12A1",4
"GO:0030021","MF","GO:0030021","extracellular matrix structural constituent conferring compression resistance","3/241","22/18241",0.136363636363636,10.3211995473406,5.06180678515018,0.00291321313372865,0.0448634822594212,0.0382003286106975,"ASPN/LUM/CHADL",3
"GO:0005126","MF","GO:0005126","cytokine receptor binding","10/241","271/18241",0.03690036900369,2.79294452695564,3.44082151763768,0.0033373296933217,0.0480930005191961,0.0409501967119803,"TNFSF18/LEFTY2/RASL11B/CXCL14/LTB/BAMBI/PGF/GREM1/CCL3L3/CD40LG",10
"GO:0015276","MF","GO:0015276","ligand-gated monoatomic ion channel activity","8/241","186/18241",0.043010752688172,3.25543211529023,3.57743845921306,0.00336915624971757,0.0480930005191961,0.0409501967119803,"GRIK3/CHRNA1/GABRB1/KCNN2/GRIA1/BEST3/GABRG3/GRIN2C",8
"GO:0008188","MF","GO:0008188","neuropeptide receptor activity","4/241","47/18241",0.0851063829787234,6.44159971748918,4.32211294421137,0.00339603407377075,0.0480930005191961,0.0409501967119803,"SORCS2/GPR37/NPFFR1/GRPR",4
"GO:0022836","MF","GO:0022836","gated channel activity","11/241","318/18241",0.0345911949685535,2.61816592291031,3.36834016849019,0.0034798274958231,0.0480930005191961,0.0409501967119803,"GRIK3/KCNK2/CHRNA1/GABRB1/KCNN2/GRIA1/KCNQ3/BEST3/GABRG3/GRIN2C/TMC4",11
"GO:1901681","MF","GO:1901681","sulfur compound binding","10/241","275/18241",0.0363636363636364,2.75231987929083,3.38796349999104,0.00370152667685969,0.0498780719706843,0.042470148187127,"COL11A1/LXN/COL25A1/THBS4/FGF1/SFRP1/CCN3/PGF/COMP/ANOS1",10
