"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0008088","GO:0008088","axo-dendritic transport",83,0.531226121744913,2.04441057481977,1.95677181336693e-06,0.00016261803648981,0.000140334687667784,10125,"tags=53%, list=29%, signal=38%","4747/3798/4130/7345/320/4137/5813/3800/50632/9001/26985/9638/5048/667/388552/55605/118426/5874/81832/80128/23095/11127/547/4204/22920/1740/1778/66008/4133/7014/84709/27067/6780/6647/3315/8120/23162/55860/63915/6683/282991/351/10239/4976"
"GO:0071621","GO:0071621","granulocyte chemotaxis",121,-0.52554449867398,-1.93039374674361,2.10917465964861e-06,0.00017300710584858,0.000149300155675469,7827,"tags=40%, list=23%, signal=31%","3071/6850/6355/120425/6375/6360/5319/6366/1800/51561/5196/719/6370/7057/57580/4192/6280/1906/54210/64127/1240/3689/7409/728/30817/407008/10563/7130/6363/59341/27202/6372/3627/4283/6347/6352/3553/5197/6348/2921/6504/1236/3929/6374/100130520/6351/6288/3576/6354"
"GO:1901890","GO:1901890","positive regulation of cell junction assembly",110,0.491795173999433,1.9822537410524,2.21848787475938e-06,0.000179640633551029,0.000155024699264562,8344,"tags=52%, list=24%, signal=39%","6910/1830/7070/9076/8128/84189/347731/54413/114798/2047/5021/26045/64084/387804/26047/857/627/4915/339398/22865/26050/139065/6422/23316/23767/54674/3791/2895/158038/57463/347730/57555/4653/57633/5789/577/23768/2048/23096/869/94030/7248/80823/9378/654429/11141/7122/23394/22883/22871/342184/5879/7476/1946/10211/29904/27067"
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis",135,0.460527683546071,1.89727296284658,2.30481036015858e-06,0.00018196477793452,0.000157030369011857,6154,"tags=33%, list=18%, signal=27%","4633/4892/4604/58/8048/7138/6691/10398/7368/4606/8557/859/442721/5629/4624/26011/81833/10529/11076/2318/58529/283471/7140/287/50487/113622/8506/84519/23136/51778/400746/79933/1605/4205/282809/1465/25802/29767/5048/84691/5239/1124/84665/5350"
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis",135,0.460527683546071,1.89727296284658,2.30481036015858e-06,0.00018196477793452,0.000157030369011857,6154,"tags=33%, list=18%, signal=27%","4633/4892/4604/58/8048/7138/6691/10398/7368/4606/8557/859/442721/5629/4624/26011/81833/10529/11076/2318/58529/283471/7140/287/50487/113622/8506/84519/23136/51778/400746/79933/1605/4205/282809/1465/25802/29767/5048/84691/5239/1124/84665/5350"
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic",110,0.48982428888574,1.9743097948806,2.44192901833801e-06,0.000190410168886702,0.000164318498465942,6969,"tags=43%, list=20%, signal=34%","3351/57084/10368/2902/10369/2904/2903/27091/1813/2914/54413/59284/5021/2897/27092/23542/7143/57030/2894/2899/23025/2905/6812/1956/5649/2895/2893/2892/23732/59283/440279/57555/2915/116443/246213/9890/477/23096/2898/1812/2890/9378/406934/785/4763/254263/1020"
"GO:1902600","GO:1902600","proton transmembrane transport",185,0.42691396751309,1.84406939259346,2.50334337642416e-06,0.000190495382716807,0.000164392035550086,3675,"tags=13%, list=11%, signal=12%","4508/4535/4509/4538/4539/4536/57084/4514/4519/4537/479/4541/4513/4512/153201/4540/146802/534/6564/57030/478/83959/527/285641"
"GO:0051960","GO:0051960","regulation of nervous system development",452,0.332215451431399,1.56448516440319,2.50121256073275e-06,0.000190495382716807,0.000164392035550086,7048,"tags=31%, list=20%, signal=25%","4821/5457/222894/5458/4747/10215/57611/6469/7070/4131/84630/1826/3897/391723/429/1949/406955/6356/8128/406957/7533/1813/7224/374946/84189/1600/347731/6860/6664/6092/54413/2636/5080/114798/5629/56896/7474/2047/5021/26045/64084/387804/4137/627/1630/2670/4915/4988/7143/339398/22865/26011/27242/2043/1638/26050/6474/10683/23105/11076/139065/23316/23767/2045/54674/2664/1956/4135/5649/6696/80031/4613/2895/6376/659/400746/4311/26508/158038/1605/57463/58497/9001/3984/23493/9856/347730/57555/2915/2147/3400/9175/4602/57633/5789/7779/577/23013/57698/23768/8831/2737/5048/6653/63950/6792/2048/9037/1524/23096/10371/222223/869/4168/94030/7038/80128/5803/7976/80823/9378/5925/654429/11141/22954/4204/22920/816/406934/23394/1620/4763/1020/22883/11023/53335/57142/55636"
"GO:0061337","GO:0061337","cardiac conduction",95,0.523516412134438,2.05646581238136,2.7340147991029e-06,0.000205571874656356,0.000177402614407955,7241,"tags=52%, list=21%, signal=41%","6910/492/5566/10021/6330/6327/55800/491/2702/482/6262/857/3760/6324/3741/29119/287/81033/493/10052/478/6508/487/6547/3670/3759/4205/801/6548/488/781/3757/7531/6546/23630/808/3752/477/3728/30845/1829/5350/10699/8913/481/6331/3781/490/6543"
"GO:1990266","GO:1990266","neutrophil migration",106,-0.532323309533463,-1.93011511074706,2.84593767683738e-06,0.000211469910198881,0.000182492449419987,7827,"tags=42%, list=23%, signal=32%","3071/6850/56833/120425/6375/5319/6366/1800/51561/5196/719/57580/4192/6280/1906/2529/54210/64127/3689/7409/728/407008/10563/7130/6363/3554/27202/5657/2813/6372/3627/4283/255231/3553/101/5197/6348/2921/1236/3929/6374/100130520/6288/3576"
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",51,0.617992239065499,2.16511127004657,3.05312052846636e-06,0.000224226851834808,0.000193501323089337,997,"tags=14%, list=3%, signal=13%","4535/4538/4539/4536/4537/4541/4540"
"GO:0007628","GO:0007628","adult walking behavior",34,0.705396730981851,2.31653677698372,3.42104197027729e-06,0.000248359782577832,0.000214327348119732,7488,"tags=65%, list=22%, signal=51%","58524/6323/7345/2741/51286/1949/1813/1600/3766/2636/2043/2743/7200/7545/6900/1812/28996/785/55636/57626/55074/2395"
"GO:0097529","GO:0097529","myeloid leukocyte migration",234,-0.435902300461896,-1.72449657079127,3.46905678899115e-06,0.000248983666809865,0.000214865742265505,9714,"tags=40%, list=28%, signal=29%","4920/6279/5473/7422/11314/6278/8995/2683/3958/729230/1843/3570/928/1910/301/1441/7941/2185/5025/79890/3071/2358/6850/56833/6355/120425/5155/6375/6387/6360/5319/8792/6366/1800/79902/51561/5196/719/6370/7057/57580/245937/4192/1265/6280/1906/2529/54210/64127/1240/3689/7409/407012/728/30817/177/406938/11117/407008/10563/8600/7130/6363/3554/59341/27202/5657/2813/6372/3627/5734/4283/6347/255231/6352/3569/3553/503618/101/5197/6348/2921/6504/140596/1236/3929/6374/5054/26228/100130520/6351/6288/3576/6354"
"GO:0022900","GO:0022900","electron transport chain",123,0.469890951539639,1.92601120892815,3.88740424410676e-06,0.000275874665233464,0.000238071900366467,997,"tags=9%, list=3%, signal=9%","4535/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540"
"GO:0051588","GO:0051588","regulation of neurotransmitter transport",102,0.508751201923843,2.03263921851615,4.25096897831125e-06,0.000298323556300154,0.00025744464759878,8177,"tags=45%, list=24%, signal=35%","22987/3351/5582/127833/6853/5864/112755/6623/1813/6860/5030/9143/6861/2670/41/57586/57512/9498/23208/6812/5865/84961/9581/6865/488/7779/5028/246213/22999/5413/477/1812/815/9783/5579/785/4763/134957/22871/8573/3060/7476/28964/200933/2852/10211"
"GO:0030098","GO:0030098","lymphocyte differentiation",429,-0.377472791487581,-1.5828106696291,4.56293811775507e-06,0.000316697990678472,0.000273301255913658,9404,"tags=37%, list=27%, signal=27%","3549/8995/4242/6693/602/5897/3635/10758/5771/6482/3714/3623/729230/150372/7494/6097/3570/3142/10461/3955/3398/301/567/639/861/23210/54567/678/2146/1235/2322/387357/6603/84766/2185/4860/4092/3071/6850/56833/51043/100/925/407975/6929/7704/3707/865/3559/578/914/64332/112616/338339/3594/974/3606/10320/4783/28514/939/51561/11035/604/1958/3600/2625/23308/57580/4192/100141515/3593/864/3953/64410/3601/407030/84433/57864/3574/695/2529/3726/1794/1514/2175/6776/84807/56253/5788/5777/7409/3718/2355/2213/3458/8808/10673/10312/22806/10538/3932/5971/8809/146850/1880/3821/2648/6363/3394/3566/114548/930/3702/326/159296/11006/4063/55716/29851/114836/940/941/912/5105/399/5734/5450/7412/3575/257101/915/9840/343/1960/3569/3589/969/3553/10288/973/101/26279/8581/23529/80149/30009/6504/9021/7535/1236/931/1493/7471/8456/3507/3578/115352"
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport",86,0.519770383634508,2.01400883437671,4.6320341940232e-06,0.000317999217059245,0.000274424176849567,6853,"tags=44%, list=20%, signal=36%","3747/440699/406895/93107/389816/3788/3746/859/6000/1804/3779/57628/482/857/9472/407033/287/406994/288/4986/126755/57463/3759/23327/407024/3757/30820/7531/30819/23630/9722/7881/283518/481/3755/65266/6844/3781"
"GO:0048167","GO:0048167","regulation of synaptic plasticity",218,0.398715723584643,1.74978482407913,4.74059345299309e-06,0.00031852753456494,0.000274880099659554,7241,"tags=42%, list=21%, signal=33%","5582/4130/2902/5864/2904/25769/4131/2903/9066/7533/1813/729993/6860/794/729956/3766/114/26045/1816/4137/2670/4915/4297/27065/7143/3786/440829/2894/100302195/2043/23385/664614/2905/6812/80863/2932/11170/5649/2895/5575/6376/2892/4311/10814/388336/6547/10858/1605/84502/440279/6900/4761/347730/2915/5923/6285/116443/81539/3745/8831/100313769/23154/2048/1524/23096/22849/2898/152330/22941/1812/81832/869/2890/815/7532/5532/57406/4355/4204/1979/816/91683/100126308/4763/6844/1020/3269/9187/6616/442909/6543"
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity",257,-0.428994925167167,-1.71157871871967,4.690663642982e-06,0.00031852753456494,0.000274880099659554,8122,"tags=37%, list=23%, signal=29%","9188/3383/8832/3684/4092/3071/6850/4049/684/6813/6375/958/259197/6810/3594/3606/51561/11035/604/2625/10459/3592/84868/8673/10865/80328/3822/100141515/3593/5027/100507436/4843/695/54795/2529/64127/56253/7133/5788/3689/5777/7409/201294/3718/2242/30817/177/387837/8807/2213/9437/4068/2209/2624/8809/2294/146850/3824/3821/3596/2268/22914/3566/3554/114548/2623/100528032/84787/11006/114836/940/941/3263/912/6372/3820/10225/3598/3575/3569/924/5133/3553/3823/2208/116449/23529/8302/117157/64581/30009/6504/909/26228/81607/10859"
"GO:0002366","GO:0002366","leukocyte activation involved in immune response",310,-0.404028216497979,-1.64534583145237,4.91868561135947e-06,0.000327014929698383,0.000282204477513788,9696,"tags=40%, list=28%, signal=29%","246778/1773/2150/2067/11314/8995/4242/6693/602/29108/5897/3958/6482/729230/7494/6097/3570/3142/3683/3134/3955/301/5361/8773/1235/84766/3383/3442/2185/8832/3684/4092/3071/6850/11151/51043/100/6813/958/6810/64332/338339/3594/3606/28514/51561/3430/604/2625/10459/84868/100431172/8673/23308/387695/4192/3822/100141515/3593/695/3726/1794/6776/84807/56832/5788/3689/5777/201294/3718/2242/7462/30817/2213/3458/10538/2624/284021/5971/11027/4818/8809/2294/1880/5729/3596/2268/6363/3394/3566/114548/930/2623/84787/159296/4063/29851/8013/114836/940/51744/941/3497/22904/5105/3598/5734/5450/90865/257101/27040/3569/969/401258/116449/23529/117157/80149/6556/6348/30009/6504/9021/3929/10859"
"GO:0030593","GO:0030593","neutrophil chemotaxis",84,-0.560962754292902,-1.95745853813534,5.01930340944155e-06,0.000330228336812842,0.000284977555417635,7827,"tags=44%, list=23%, signal=34%","3071/6850/120425/6375/5319/6366/1800/51561/5196/719/57580/4192/6280/1906/54210/64127/3689/7409/728/407008/10563/7130/6363/27202/6372/3627/4283/3553/5197/6348/2921/1236/3929/6374/100130520/6288/3576"
"GO:0099505","GO:0099505","regulation of presynaptic membrane potential",31,0.705324231797651,2.27352896225084,5.19241576360841e-06,0.00033499154163493,0.000289088064162139,3960,"tags=65%, list=11%, signal=57%","3747/3737/6323/2904/2741/3736/3746/2569/3359/3760/2560/2550/2555/3739/57528/2899/2558/2893/3765/2892"
"GO:0030048","GO:0030048","actin filament-based movement",138,0.45025364453368,1.87062207042818,5.19777882840772e-06,0.00033499154163493,0.000289088064162139,6316,"tags=35%, list=18%, signal=29%","4632/4620/29895/4626/6323/4625/6334/2257/59/10021/6330/859/6327/55800/2702/6262/857/3760/6335/6326/4624/6324/3741/29119/287/10052/4622/487/54749/3759/6548/23327/9839/488/781/3757/57698/7798/23630/3752/9722/477/8976/3728/1829/5350/4644/8913"
"GO:0030595","GO:0030595","leukocyte chemotaxis",233,-0.430196736827146,-1.70343712365517,5.29263057151047e-06,0.000337659138279395,0.000291390123331007,9687,"tags=42%, list=28%, signal=30%","6279/5473/2150/7422/3603/6278/8995/3958/2155/729230/1843/3570/1910/301/1441/1235/7941/2185/240/79890/3071/2358/6850/56833/6355/11151/120425/5155/6375/6387/6360/5319/8792/6366/1800/79902/2867/51561/5196/719/7852/3592/6370/7057/57580/387695/6373/245937/4192/6280/1906/54795/54210/64127/80024/1240/3689/7409/728/30817/407008/10563/1880/8600/7130/6363/22914/59341/27202/100528032/6372/3627/4283/6347/6352/3569/9023/3553/8740/503618/101/5197/6348/2921/6504/140596/1269/1236/3929/6374/5054/26228/100130520/6351/6288/3576/6354"
"GO:0050853","GO:0050853","B cell receptor signaling pathway",78,-0.569785891220876,-1.97111110290804,6.38373595359299e-06,0.0003988196779967,0.000344169909780826,4970,"tags=37%, list=14%, signal=32%","695/4792/55024/5788/5777/7462/2213/406953/952/3932/257144/971/89857/930/3702/3502/54923/3497/640/973/931/1493/28834/26228/3539/3542/3507/115352/3495"
"GO:0007612","GO:0007612","learning",158,0.431165529755373,1.84934838187869,6.32328803381156e-06,0.0003988196779967,0.000344169909780826,7388,"tags=45%, list=21%, signal=36%","10716/4130/2902/25769/2903/1996/1813/23236/57144/54413/196500/64084/1816/50944/26047/65009/4915/41/4297/23542/7143/23208/57502/2558/5649/4986/8867/6865/56924/6532/6547/7846/84502/6900/4761/143941/2915/84152/4923/577/8554/590/85461/10882/8831/2048/6869/477/9369/7054/22941/1812/81832/27087/2890/7248/5350/1141/5532/9378/7122/9379/4204/84687/4763/1020/3269/6616/338811/6543/64478"
"GO:0046631","GO:0046631","alpha-beta T cell activation",199,-0.443896219685415,-1.7313287948921,6.50386745308107e-06,0.0003988196779967,0.000344169909780826,10391,"tags=50%, list=30%, signal=35%","6461/25/6778/3659/11126/91543/3133/64919/246778/54440/2000/11314/3549/8995/6693/602/3958/729230/6097/3570/3142/301/639/861/84766/9976/4860/4092/3071/6850/51043/100/1051/7704/3707/865/6375/259197/3559/64332/3594/3606/51561/604/3600/2625/3592/23308/3593/864/64410/84433/2529/3726/1794/1514/6776/84807/56253/5788/64926/3718/2355/177/7297/919/3458/10312/10538/10148/51348/5971/4818/8809/1880/6363/3566/114548/57705/3702/159296/11006/4063/29851/114836/940/941/28639/5734/257101/915/3569/8764/969/26279/80149/30009/9021/7535/10859"
"GO:0048638","GO:0048638","regulation of developmental growth",320,0.356943078539026,1.63452217726829,6.46125749790357e-06,0.0003988196779967,0.000344169909780826,5430,"tags=25%, list=16%, signal=21%","3952/5458/127833/57611/6910/151835/83481/4131/100126316/1826/3084/3897/1813/23236/859/7224/374946/6860/2692/2931/7784/2307/5629/3479/7474/59284/5454/7093/114804/4137/627/1081/9113/1630/9472/4654/10439/4624/7143/7490/2254/7373/6665/8825/23105/23025/58529/10409/343472/2045/84258/23414/2932/2664/4897/2660/6696/80031/1735/55777/659/6532/23327/3984/23493/9856/154/407024/170302/2844/9175/57698/401135/5048/22999/5727/25942/6792/9037/2627"
"GO:0062237","GO:0062237","protein localization to postsynapse",54,0.600123595288922,2.12909257578887,7.51464824149594e-06,0.000456370368204696,0.000393834499943987,5905,"tags=37%, list=17%, signal=31%","375567/10368/10815/112755/10369/2903/165257/59284/57554/10439/27065/2905/23136/1605/9912/7189/23426/4884/23096/81832"
"GO:0006814","GO:0006814","sodium ion transport",244,0.37486004431005,1.68045614918459,8.04457630465494e-06,0.000483900418478101,0.000417592141408554,7418,"tags=34%, list=21%, signal=27%","79570/23439/57084/2902/6323/479/25769/9152/2903/6334/2257/6338/6530/160728/610/10021/9058/6330/7533/1813/388662/859/6327/51305/11254/55800/10568/3777/284111/482/6335/41/6326/57030/6324/9498/493/478/83959/288/1262/347051/5774/154215/6532/6547/53826/6548/23327/84679/154/357/286183/57419/81539/53828/10991/55089/9368/246213/6546/51802/477/123041/348980/6538/9962/2256/1909/1261/481/389015/65125/6331/284525/340024/65266/6526/9187/60482/6543/55238/6549"
"GO:0002263","GO:0002263","cell activation involved in immune response",314,-0.401223391682523,-1.63685484995801,9.13232951845493e-06,0.000544148992816616,0.000469584927969807,9696,"tags=40%, list=28%, signal=29%","246778/1773/2150/2067/11314/8995/4242/6693/602/29108/5897/3958/6482/729230/7494/6097/3570/3142/3683/3134/3955/301/5361/8773/1235/84766/3383/3442/56892/2185/8832/3684/4092/3071/6850/11151/51043/100/6813/958/6810/64332/338339/3594/3606/28514/51561/3430/604/2625/10459/84868/100431172/8673/23308/387695/4192/3822/100141515/3593/695/3726/1794/6776/84807/56832/5788/3689/5777/201294/3718/2242/7462/30817/2213/3458/10538/2624/284021/5971/11027/4818/8809/2294/1880/5729/3596/2268/6363/3394/3566/114548/930/2623/84787/159296/4063/29851/8013/114836/940/51744/941/3497/22904/5105/3598/5734/5450/90865/257101/27040/3569/969/401258/116449/23529/117157/80149/6556/6348/30009/6504/9021/3929/10859"
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane",53,0.608694616635593,2.14031448315109,9.62927826152089e-06,0.000568397397194074,0.000490510603425039,5905,"tags=38%, list=17%, signal=31%","375567/10368/10815/112755/10369/2903/165257/59284/57554/10439/27065/2905/23136/1605/9912/7189/23426/4884/23096/81832"
"GO:0055002","GO:0055002","striated muscle cell development",171,0.414391424087105,1.77707152005654,9.72021684713234e-06,0.000568452681541554,0.000490558312226621,4447,"tags=23%, list=13%, signal=20%","4633/4892/4604/58/4617/8048/7138/4618/6910/10398/4606/8557/859/442721/2931/5629/3479/57462/9472/4654/4624/7373/10529/6474/84700/2318/58529/7140/144165/113622/8506/376132/51778/7504/79933/3670/4205/4656/130827/23493"
"GO:0099173","GO:0099173","postsynapse organization",241,0.37726069128879,1.68238981298301,1.1666633283226e-05,0.000676022530429866,0.000583387997494391,7875,"tags=37%, list=23%, signal=29%","4744/4747/9118/91752/2904/4131/729956/54413/165257/7474/2047/26045/50944/9113/57622/41/2596/22865/26999/2894/2043/4139/26115/23316/2045/144165/26052/4897/5649/8506/2895/440915/80725/2743/64101/9844/388336/23732/9912/55740/347730/57555/9252/5789/7779/23613/85461/8831/5048/57524/4884/6792/2048/25945/9890/9722/9201/22941/388135/8976/869/94030/80823/9378/547/11141/9379/816/50807/84687/4763/1020/8326/57142/10152/10280/4038/22871/9419/1501/22891/55737/170506/8851/5063/1139/55619/54862/7476"
"GO:0098930","GO:0098930","axonal transport",69,0.557243768609238,2.08921576320353,1.18594137388602e-05,0.000680945974314916,0.000587636787940841,10125,"tags=55%, list=29%, signal=39%","4747/3798/4130/7345/4137/3800/50632/9001/26985/9638/5048/667/388552/55605/118426/5874/81832/80128/23095/11127/547/4204/1740/1778/66008/4133/7014/84709/6647/3315/8120/23162/55860/63915/6683/282991/10239/4976"
"GO:0021954","GO:0021954","central nervous system neuron development",94,0.497294795368837,1.95820485902463,1.22464103804244e-05,0.000690825860682433,0.000596162845674084,8579,"tags=50%, list=25%, signal=38%","3952/429/26468/4858/1813/374946/431707/6092/26128/7474/2047/4137/9723/1630/4915/2560/2043/6324/56978/57178/4781/6900/143941/170302/5048/166614/79625/2048/9201/1812/64283/340719/1141/4967/22809/1620/1020/2909/4133/6656/4808/91584/200933/6091/51199/9331/57551"
"GO:0007626","GO:0007626","locomotory behavior",210,0.394623448136057,1.72955609584699,1.22502369215378e-05,0.000690825860682433,0.000596162845674084,8253,"tags=41%, list=24%, signal=32%","58524/3235/6323/6623/7345/1826/2741/1996/320/51286/2257/1949/124925/1813/57144/84189/1600/25946/3766/2636/4045/2775/114/100127206/7143/162282/2043/4985/5649/463/4986/2743/7200/56924/7545/7846/238/6900/10752/55084/347730/57555/5090/2915/84152/4923/460/2788/10882/5048/80243/477/7054/3751/22941/1812/4887/2890/7248/23551/5350/1141/5532/6801/2861/1476/4204/28996/785/22876/10499/220/55636/57626/55074/6616/2395/55737/51168/28964/4009/793/1272/18/9611/321/9215"
"GO:0086001","GO:0086001","cardiac muscle cell action potential",83,0.504078651457542,1.93993420766974,1.3062890110161e-05,0.000730134636599794,0.000630085188546004,6853,"tags=52%, list=20%, signal=42%","6323/6334/2257/610/10021/6330/859/6327/55800/2702/6262/857/3760/6335/6326/6324/3741/29119/287/81033/10052/288/6508/3759/801/23327/488/781/3757/7531/30819/6546/23630/808/3752/9722/477/3728/1829/8913/481/6331/3781"
"GO:0090659","GO:0090659","walking behavior",40,0.639875891568204,2.17728272359909,1.41448185289192e-05,0.000783672577444331,0.000676286891438077,7488,"tags=57%, list=22%, signal=45%","58524/6323/7345/2741/51286/1949/1813/1600/3766/2636/100127206/2043/2743/7200/7545/6900/1812/28996/785/55636/57626/55074/2395"
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",202,-0.434995620028968,-1.69855601411156,1.58769217152342e-05,0.00087198815263843,0.000752500692370553,6207,"tags=31%, list=18%, signal=26%","51561/11035/604/2625/10459/3592/84868/93978/10865/80328/100141515/3593/5027/695/54795/2529/3726/64127/6776/9173/84807/7133/7128/5788/5777/3718/177/7297/2213/10673/2209/10538/8809/3824/338322/3821/64170/6363/3566/3554/114548/84787/11006/940/941/3263/912/3575/90865/3569/924/5133/969/3553/2208/23529/80149/6556/64581/30009/6504/909/10859"
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity",154,-0.460527754230114,-1.74741467294987,1.64551200446822e-05,0.000895952915536315,0.00077318159338806,7174,"tags=34%, list=21%, signal=27%","6375/958/259197/6810/3594/3606/51561/2625/10459/3592/10865/80328/3822/100141515/3593/5027/4843/695/64127/56253/5788/3689/7409/8807/4068/2209/8809/3824/3821/22914/3554/114548/100528032/84787/114836/940/3263/912/3569/924/3553/3823/2208/116449/23529/8302/117157/64581/30009/6504/909/26228"
"GO:0021987","GO:0021987","cerebral cortex development",128,0.453031805486262,1.85618182289847,1.7432509719427e-05,0.000923570311991343,0.000797014612094793,9441,"tags=46%, list=27%, signal=34%","10716/4747/3737/429/3736/26468/23236/8941/1600/5080/8320/5454/26047/4915/221692/5455/5079/2932/7280/1956/5649/57178/89927/7846/170302/54820/7531/2737/5048/6715/63950/10579/7054/347733/2890/79633/7248/8648/4204/84687/4763/1020/57142/100996763/2018/582/3362/8851/200933/84709/83696/6091/471/1000/55122/8195/84750/79648/2016"
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic",118,0.455363222605782,1.84912978208851,1.7299437126149e-05,0.000923570311991343,0.000797014612094793,8144,"tags=47%, list=23%, signal=36%","1142/2902/8973/112755/2904/2903/2741/124925/1813/285242/2931/54413/3359/1137/50944/23542/2905/23316/57502/2932/5649/2895/5575/2743/6547/2742/57555/8001/154/1135/4923/23613/22999/9127/2898/388135/81832/869/2890/1141/9378/4355/4204/56853/1138/1020/6543/22871/642938/1139/3060/7476/3776/18/84866"
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity",132,-0.48019277622207,-1.7873168329078,1.75472510194682e-05,0.000923570311991343,0.000797014612094793,7174,"tags=36%, list=21%, signal=28%","6375/958/259197/3594/3606/51561/2625/10459/3592/10865/80328/3822/100141515/3593/5027/695/64127/56253/5788/7409/8807/4068/2209/8809/3824/3821/22914/3554/114548/100528032/84787/114836/940/3263/912/3569/924/3553/3823/2208/116449/23529/8302/117157/30009/6504/909"
"GO:0002819","GO:0002819","regulation of adaptive immune response",217,-0.434108591467853,-1.70624627990213,1.73181632382134e-05,0.000923570311991343,0.000797014612094793,6207,"tags=31%, list=18%, signal=26%","51561/11035/113/604/2625/10459/3592/84868/93978/10865/80328/8631/100141515/3593/5027/695/54795/2529/3726/64127/6776/9173/84807/7133/7128/5788/5777/3718/177/7297/2213/10673/2209/10538/8809/3824/338322/3821/64170/6363/3566/3554/114548/84787/11006/940/941/3263/912/3665/3575/90865/3569/924/5133/8764/969/3553/2208/23529/80149/6556/64581/30009/6504/909/10859"
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport",206,0.394906886196626,1.7221810916693,1.77133850772753e-05,0.000924609422711328,0.000797911334755384,10141,"tags=39%, list=29%, signal=28%","4744/4747/3798/4130/25999/4131/7345/320/6860/26128/8263/4137/5813/25893/3800/474383/474384/50632/26115/144165/22858/4135/7846/9001/26985/200162/9638/30850/54820/5048/636/667/388552/1780/55704/55605/118426/5874/8976/81832/80128/23095/11127/4644/547/84790/10376/4204/22920/164781/11158/1740/10128/5870/8655/1778/66008/203068/4133/7014/57584/84709/27067/150737/6780/6647/3315/8120/23162/55860/26958/63915/6683/10125/7314/282991/64792/351/10239/4976/1781"
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis",127,-0.48102831463705,-1.78178225415167,1.79972465235654e-05,0.000928392600456699,0.000801176108323854,9592,"tags=40%, list=28%, signal=29%","2150/7422/6278/8995/2155/729230/1843/3570/1235/7941/2185/79890/3071/2358/56833/6375/6387/6366/51561/719/3592/7057/245937/4192/1906/64127/80024/1240/728/407008/10563/7130/6363/22914/59341/27202/100528032/3627/6347/6352/3569/8740/6348/6504/1236/3929/5054/26228/6351/3576/6354"
"GO:0099175","GO:0099175","regulation of postsynapse organization",147,0.422201034507422,1.77692583120068,1.80798432324531e-05,0.000928392600456699,0.000801176108323854,8773,"tags=46%, list=25%, signal=35%","91752/2904/4131/7474/26045/9113/57622/41/26999/2894/2043/4139/26115/23316/2045/144165/26052/4897/5649/2895/80725/9844/9912/347730/9252/5789/7779/23613/85461/5048/57524/6792/2048/25945/9890/9201/22941/8976/869/94030/80823/547/11141/9379/816/50807/84687/4763/1020/57142/10152/10280/4038/22871/9419/55737/170506/8851/5063/55619/54862/7476/29904/27067/158866/65078/1000/89910"
"GO:0051648","GO:0051648","vesicle localization",223,0.382967210934026,1.68391233971319,1.87411030469854e-05,0.000954587151973869,0.000823781252778356,9998,"tags=39%, list=29%, signal=28%","3798/8224/6853/5864/27445/58485/8927/6854/6860/23400/5537/8263/3800/7879/474383/8825/474384/23208/26115/23025/9892/6812/26052/8867/8618/440279/9001/26985/57555/357/30850/54820/5048/5413/388552/1780/8027/118426/10079/8976/80128/23095/11127/91978/4644/8729/9378/547/434/4204/22920/84984/1020/1759/9230/6616/6399/22871/10540/64149/66008/9342/4133/9321/10015/8452/51248/83696/7251/164/1000/1639/8120/8195/1861/63915/23332/10125/51128/282991/23122/9525/8615/65082/284697/10239"
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process",155,0.421210677967721,1.78993080076341,1.91311168154438e-05,0.000966657070450743,0.00083419724522415,2512,"tags=8%, list=7%, signal=8%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540/4879/114/3565"
